CustomerKey,GeographyKey,CustomerAlternateKey,Title,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,SpanishEducation,FrenchEducation,EnglishOccupation,SpanishOccupation,FrenchOccupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CommuteDistance
11314,618,AW00011314,NULL,Mya,NULL,Flores,0,1970-06-16,S,NULL,F,mya13@adventure-works.com,70000.00,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,0,2,8439 Rio Grande Drive,Unit A,522-555-0140,2013-02-25,1-2 Miles
11315,632,AW00011315,NULL,Hailey,J,Ward,0,1959-03-31,S,NULL,F,hailey12@adventure-works.com,70000.00,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,0,2,6321 Maya,NULL,767-555-0151,2013-05-20,1-2 Miles
11316,51,AW00011316,NULL,Luke,NULL,Allen,0,1959-05-17,M,NULL,M,luke52@adventure-works.com,60000.00,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,419 Deermeadow Way,NULL,786-555-0133,2013-01-12,5-10 Miles
11317,548,AW00011317,NULL,Victoria,D,Russell,0,1963-09-14,S,NULL,F,victoria66@adventure-works.com,40000.00,3,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,2,9268 Keller Ridge,NULL,663-555-0197,2011-09-01,5-10 Miles
11318,614,AW00011318,NULL,Jessica,NULL,Wilson,0,1958-04-25,S,NULL,F,jessica54@adventure-works.com,40000.00,3,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,2,1652 Willcrest Circle,NULL,702-555-0180,2013-10-17,1-2 Miles
11319,348,AW00011319,NULL,Jade,E,Bailey,0,1948-04-23,M,NULL,F,jade13@adventure-works.com,70000.00,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,0,2,8119 Northridge Ct,# 1,819-555-0160,2011-09-09,1-2 Miles
11320,325,AW00011320,NULL,Morgan,M,Hill,0,1942-12-24,M,NULL,F,morgan19@adventure-works.com,80000.00,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,6951 Harmony Way,NULL,510-555-0120,2013-06-15,5-10 Miles
11321,612,AW00011321,NULL,Terrance,D,Raman,0,1944-01-05,M,NULL,M,terrance9@adventure-works.com,90000.00,5,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,2297 Via Valencia,NULL,879-555-0124,2013-02-23,5-10 Miles
11322,611,AW00011322,NULL,Sydney,NULL,Garcia,0,1943-09-12,M,NULL,F,sydney78@adventure-works.com,90000.00,5,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,252 Hemlock Drive,NULL,783-555-0116,2013-03-24,5-10 Miles
11323,314,AW00011323,NULL,Jose,NULL,Patterson,0,1943-12-18,S,NULL,M,jose33@adventure-works.com,120000.00,2,4,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,3,648 Newport Drive,NULL,768-555-0153,2011-09-10,5-10 Miles
11324,325,AW00011324,NULL,Zachary,NULL,Anderson,0,1944-11-10,M,NULL,M,zachary39@adventure-works.com,90000.00,5,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,2476 Mt. Whitney Way,NULL,693-555-0118,2011-09-26,1-2 Miles
11325,637,AW00011325,NULL,Elijah,E,Ross,0,1944-12-29,S,NULL,M,elijah7@adventure-works.com,90000.00,5,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,6679 Cornelius Dr,NULL,409-555-0142,2011-09-19,5-10 Miles
11326,300,AW00011326,NULL,Rafael,M,Xie,0,1944-12-23,M,NULL,M,rafael26@adventure-works.com,130000.00,2,3,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,4,369 Peabody Road,NULL,663-555-0137,2011-09-15,0-1 Miles
11327,301,AW00011327,NULL,Jaime,C,Moreno,0,1945-09-01,M,NULL,M,jaime48@adventure-works.com,90000.00,5,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,83 Mountain View Blvd,NULL,457-555-0178,2011-09-26,5-10 Miles
11328,55,AW00011328,NULL,Julian,M,Griffin,0,1945-06-30,M,NULL,M,julian20@adventure-works.com,90000.00,5,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,7398 Withersed Lane,NULL,636-555-0197,2013-01-05,5-10 Miles
11329,311,AW00011329,NULL,Andy,NULL,Alvarez,0,1946-01-22,S,NULL,M,andy9@adventure-works.com,90000.00,5,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,9466 Morning Glory Dr.,NULL,367-555-0172,2011-09-25,5-10 Miles
11330,59,AW00011330,NULL,Ryan,M,Thompson,0,1945-11-10,M,NULL,M,ryan38@adventure-works.com,110000.00,2,4,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,1,3407 Pinon Dr.,NULL,138-555-0142,2013-02-12,2-5 Miles
11331,63,AW00011331,NULL,Samantha,NULL,Jenkins,0,1974-01-03,M,NULL,F,samantha32@adventure-works.com,90000.00,4,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,2,1046 Cloverleaf Circle,NULL,936-555-0152,2013-02-07,1-2 Miles
11332,153,AW00011332,NULL,Deanna,D,Ramos,0,1968-04-02,S,NULL,F,deanna44@adventure-works.com,10000.00,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Manual,Obrero,Ouvrier,1,0,Roßstr 9938,NULL,1 (11) 500 555-0138,2011-10-15,0-1 Miles
11333,261,AW00011333,NULL,Emily,R,Miller,0,1968-01-07,M,NULL,F,emily6@adventure-works.com,20000.00,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,9075 Calle Verde,NULL,1 (11) 500 555-0110,2011-03-21,0-1 Miles
11334,269,AW00011334,NULL,Nicole,NULL,Brown,0,1966-09-19,M,NULL,F,nicole4@adventure-works.com,10000.00,1,0,Bachelors,Licenciatura,Bac + 4,Manual,Obrero,Ouvrier,1,0,1135 W St.,NULL,1 (11) 500 555-0187,2011-03-04,0-1 Miles
11335,120,AW00011335,NULL,Carla,L,Raman,0,1977-12-18,M,NULL,F,carla14@adventure-works.com,10000.00,1,0,Bachelors,Licenciatura,Bac + 4,Manual,Obrero,Ouvrier,1,0,Winterfeldtstr 255,NULL,1 (11) 500 555-0124,2011-10-23,0-1 Miles
11336,204,AW00011336,NULL,Shaun,NULL,Raji,0,1973-03-08,M,NULL,M,shaun21@adventure-works.com,20000.00,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,"44, rue du Départ",NULL,1 (11) 500 555-0122,2012-09-27,0-1 Miles
11337,273,AW00011337,NULL,Jerome,NULL,Romero,0,1967-03-21,M,NULL,M,jerome7@adventure-works.com,10000.00,1,0,Bachelors,Licenciatura,Bac + 4,Manual,Obrero,Ouvrier,1,0,7289 Brookview Dr.,NULL,1 (11) 500 555-0112,2011-03-09,0-1 Miles
11338,154,AW00011338,NULL,Frank,F,Navarro,0,1972-08-06,M,NULL,M,frank17@adventure-works.com,20000.00,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,Buergermeister-ulrich-str 2987,NULL,1 (11) 500 555-0139,2011-10-11,0-1 Miles
11339,202,AW00011339,NULL,Dennis,M,She,0,1967-01-05,S,NULL,M,dennis25@adventure-works.com,20000.00,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,"828, rue de Berri",NULL,1 (11) 500 555-0141,2012-10-07,0-1 Miles
11340,192,AW00011340,NULL,Melody,C,Munoz,0,1947-04-03,M,NULL,F,melody8@adventure-works.com,10000.00,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,"9, avenue Reille",NULL,1 (11) 500 555-0147,2012-10-27,0-1 Miles
11341,236,AW00011341,NULL,Randy,A,Zeng,0,1942-02-18,M,NULL,M,randy24@adventure-works.com,20000.00,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,2334 Brandywine Way,NULL,1 (11) 500 555-0144,2011-04-11,0-1 Miles
11342,191,AW00011342,NULL,Marshall,L,Wang,0,1973-03-07,M,NULL,M,marshall0@adventure-works.com,30000.00,5,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,"68062, rue des Grands Champs",NULL,1 (11) 500 555-0161,2013-07-12,0-1 Miles
11343,264,AW00011343,NULL,Arthur,P,Carlson,0,1975-03-09,M,NULL,M,arthur41@adventure-works.com,10000.00,1,0,Bachelors,Licenciatura,Bac + 4,Manual,Obrero,Ouvrier,1,0,6507 Fieldcrest Dr.,NULL,1 (11) 500 555-0166,2011-04-04,0-1 Miles
11344,262,AW00011344,NULL,Jessie,NULL,Jimenez,0,1963-01-21,M,NULL,F,jessie3@adventure-works.com,10000.00,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,1,0,5723 C Wharton Way,NULL,1 (11) 500 555-0193,2011-05-13,0-1 Miles
11345,224,AW00011345,NULL,Robin,NULL,Ramos,0,1962-09-09,S,NULL,F,robin13@adventure-works.com,10000.00,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,1,0,"6, rue de l´Esplanade",NULL,1 (11) 500 555-0111,2012-10-22,0-1 Miles
11346,196,AW00011346,NULL,Deanna,E,Gutierrez,0,1966-05-18,S,NULL,F,deanna37@adventure-works.com,10000.00,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,1,1,Attaché de Presse,Place d´ Armes,1 (11) 500 555-0112,2012-10-01,0-1 Miles
11347,156,AW00011347,NULL,Roy,T,Navarro,0,1972-06-17,M,NULL,M,roy30@adventure-works.com,10000.00,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,1,1,Viktoria-Luise-Platz 43,NULL,1 (11) 500 555-0137,2013-03-16,0-1 Miles
11348,151,AW00011348,NULL,Shawn,NULL,Rai,0,1961-03-21,M,NULL,M,shawn19@adventure-works.com,10000.00,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,1,1,Westheimer Straße 7606,NULL,1 (11) 500 555-0117,2013-03-31,0-1 Miles
11349,134,AW00011349,NULL,Mindy,J,Luo,0,1965-08-30,M,NULL,F,mindy10@adventure-works.com,10000.00,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,1,1,Brunnenstr 7566,Verkaufsabteilung,1 (11) 500 555-0194,2014-01-13,2-5 Miles
11350,265,AW00011350,NULL,Cara,NULL,Zhou,0,1942-07-14,M,NULL,F,cara5@adventure-works.com,30000.00,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,7280 Greendell Pl,NULL,1 (11) 500 555-0118,2013-02-05,0-1 Miles
11351,253,AW00011351,NULL,Anne,R,Ramos,0,1950-04-02,S,NULL,F,anne19@adventure-works.com,20000.00,1,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,7113 Eastgate Ave.,NULL,1 (11) 500 555-0148,2011-06-12,0-1 Miles
11352,222,AW00011352,NULL,Raymond,A,Rodriguez,0,1945-09-04,M,NULL,M,raymond20@adventure-works.com,10000.00,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,1,1,"24, impasse Ste-Madeleine",NULL,1 (11) 500 555-0131,2013-05-01,0-1 Miles
11353,271,AW00011353,NULL,Carrie,L,Ortega,0,1946-12-09,S,NULL,F,carrie19@adventure-works.com,30000.00,1,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,1883 Cowell Rd.,NULL,1 (11) 500 555-0111,2011-06-12,0-1 Miles
11354,119,AW00011354,NULL,Deanna,NULL,Suarez,0,1947-08-23,M,NULL,F,deanna45@adventure-works.com,20000.00,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,1,0,Dunckerstr 22525,NULL,1 (11) 500 555-0146,2013-12-03,0-1 Miles
11355,275,AW00011355,NULL,Roberto,NULL,Gutierrez,0,1948-06-26,M,NULL,M,roberto11@adventure-works.com,40000.00,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,3545 Chickpea Ct.,NULL,1 (11) 500 555-0124,2013-09-26,0-1 Miles
11356,6,AW00011356,NULL,Terrence,NULL,Carson,0,1985-11-24,S,NULL,M,terrence15@adventure-works.com,10000.00,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,0,1,6613 Thornhill Place,NULL,1 (11) 500 555-0189,2011-05-10,2-5 Miles
11357,21,AW00011357,NULL,Ramon,NULL,Ye,0,1984-09-19,S,NULL,M,ramon9@adventure-works.com,10000.00,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,0,1,3245 Vista Oak Dr.,NULL,1 (11) 500 555-0143,2011-06-18,2-5 Miles
11358,2,AW00011358,NULL,Cynthia,NULL,Malhotra,0,1984-05-10,S,NULL,F,cynthia9@adventure-works.com,10000.00,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,0,1,6757 Pamplona Ct.,NULL,1 (11) 500 555-0187,2011-06-28,0-1 Miles
11359,7,AW00011359,NULL,Jarrod,NULL,Prasad,0,1984-03-03,S,NULL,M,jarrod9@adventure-works.com,10000.00,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,0,1,7657 H St.,NULL,1 (11) 500 555-0154,2011-06-13,0-1 Miles
11360,26,AW00011360,NULL,Tyrone,NULL,Serrano,0,1984-01-30,S,NULL,M,tyrone15@adventure-works.com,10000.00,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,1,1,3767 View Dr.,NULL,1 (11) 500 555-0176,2011-06-27,2-5 Miles
11361,10,AW00011361,NULL,Cindy,G,Ramos,0,1982-10-26,M,NULL,F,cindy22@adventure-works.com,10000.00,0,0,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,1,2,6565 Jamie Way,NULL,1 (11) 500 555-0173,2013-10-01,0-1 Miles
11362,33,AW00011362,NULL,Damien,M,Shan,0,1983-05-11,M,NULL,M,damien26@adventure-works.com,10000.00,0,0,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,0,2,5312 Riverwood Circle,NULL,1 (11) 500 555-0142,2013-03-29,0-1 Miles
11363,35,AW00011363,NULL,Julian,NULL,Ross,0,1983-04-19,S,NULL,M,julian5@adventure-works.com,10000.00,0,0,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,0,2,3346 Larkwood Ct.,NULL,1 (11) 500 555-0126,2011-06-08,0-1 Miles
11364,34,AW00011364,NULL,Jennifer,NULL,Collins,0,1985-03-22,S,NULL,F,jennifer6@adventure-works.com,10000.00,1,1,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,0,0,4536 Killdeer Court,NULL,1 (11) 500 555-0196,2011-06-07,2-5 Miles
11365,29,AW00011365,NULL,Brittney,NULL,Sun,0,1984-12-06,S,NULL,F,brittney12@adventure-works.com,10000.00,1,1,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,0,0,8856 Mt. Wilson Way,NULL,1 (11) 500 555-0155,2011-05-31,1-2 Miles
11366,37,AW00011366,NULL,Virginia,R,Patel,0,1985-04-23,M,NULL,F,virginia4@adventure-works.com,20000.00,0,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,3118 Creekside Drive,NULL,1 (11) 500 555-0146,2013-06-24,0-1 Miles
11367,12,AW00011367,NULL,Calvin,J,Nara,0,1984-08-21,M,NULL,M,calvin15@adventure-works.com,20000.00,0,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,5795 Morning Glory Dr.,NULL,1 (11) 500 555-0193,2013-07-07,0-1 Miles
11368,26,AW00011368,NULL,Edward,NULL,Miller,0,1984-05-24,S,NULL,M,edward28@adventure-works.com,10000.00,1,1,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,0,0,598 Limeridge Drive,NULL,1 (11) 500 555-0151,2011-06-24,1-2 Miles
11369,29,AW00011369,NULL,Ashlee,D,Tang,0,1984-02-01,M,NULL,F,ashlee11@adventure-works.com,20000.00,0,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,0,0,4111 Vista Diablo,NULL,1 (11) 500 555-0187,2013-07-05,0-1 Miles
11370,38,AW00011370,NULL,Alicia,NULL,Xu,0,1983-09-29,M,NULL,F,alicia3@adventure-works.com,20000.00,0,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,3743 Grenadine Way,NULL,1 (11) 500 555-0113,2013-07-13,0-1 Miles
11371,26,AW00011371,NULL,Lacey,C,Jai,0,1983-11-24,M,NULL,F,lacey1@adventure-works.com,20000.00,0,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,6208 Prestwick Dr.,NULL,1 (11) 500 555-0149,2013-11-07,0-1 Miles
11372,20,AW00011372,NULL,Wendy,H,Romero,0,1983-11-12,S,NULL,F,wendy8@adventure-works.com,20000.00,0,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,24 San Vincente Drive,NULL,1 (11) 500 555-0114,2011-06-07,0-1 Miles
11373,135,AW00011373,NULL,Carly,H,Luo,0,1954-09-16,M,NULL,F,carly5@adventure-works.com,30000.00,1,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,Hellweg 4644,NULL,1 (11) 500 555-0138,2013-08-27,0-1 Miles
11374,162,AW00011374,NULL,Jimmy,M,Ortega,0,1948-12-25,S,NULL,M,jimmy26@adventure-works.com,30000.00,1,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,Postfach 11 11 22,NULL,1 (11) 500 555-0183,2013-04-15,0-1 Miles
11375,240,AW00011375,NULL,Francisco,NULL,Martinez,0,1948-11-05,M,NULL,M,francisco19@adventure-works.com,30000.00,1,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,5508 Glenmount Dr.,NULL,1 (11) 500 555-0119,2013-10-17,0-1 Miles
11376,268,AW00011376,NULL,Lance,NULL,Vazquez,0,1948-12-07,S,NULL,M,lance14@adventure-works.com,40000.00,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,9159 Shepberry Court,NULL,1 (11) 500 555-0112,2013-10-15,0-1 Miles
11377,161,AW00011377,Mr.,David,R.,Robinett,0,1966-08-23,M,NULL,M,david22@adventure-works.com,30000.00,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,Pappelallee 6667,NULL,238-555-0100,2013-02-28,0-1 Miles
11378,184,AW00011378,NULL,Shannon,NULL,Liang,0,1965-11-19,S,NULL,F,shannon15@adventure-works.com,10000.00,1,1,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,0,1,7445 Meaham Drive,NULL,1 (11) 500 555-0159,2012-10-17,2-5 Miles
11379,214,AW00011379,NULL,Gary,NULL,Vazquez,0,1976-05-13,M,NULL,M,gary25@adventure-works.com,10000.00,1,1,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,1,1,"5, rue de la Cavalerie",NULL,1 (11) 500 555-0130,2012-10-02,2-5 Miles
11380,175,AW00011380,NULL,Mitchell,L,Kumar,0,1964-08-29,S,NULL,M,mitchell7@adventure-works.com,20000.00,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,1,1,Husemann Straße 6464,NULL,1 (11) 500 555-0119,2011-10-11,1-2 Miles
11381,249,AW00011381,NULL,Meredith,NULL,Raman,0,1970-08-18,M,NULL,F,meredith11@adventure-works.com,20000.00,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,1,1,6092 Chestnut,NULL,1 (11) 500 555-0162,2011-06-12,2-5 Miles
11382,189,AW00011382,NULL,Edward,NULL,Patterson,0,1974-07-15,M,NULL,M,edward59@adventure-works.com,20000.00,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,1,1,"211, avenue Foch",NULL,1 (11) 500 555-0118,2012-11-03,2-5 Miles
11383,206,AW00011383,NULL,Marie,NULL,Gill,0,1966-02-25,M,NULL,F,marie37@adventure-works.com,30000.00,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,"571, rue Malar",NULL,1 (11) 500 555-0192,2014-01-01,0-1 Miles
11384,211,AW00011384,NULL,Tiffany,E,Wang,0,1971-10-13,M,NULL,F,tiffany1@adventure-works.com,30000.00,3,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,"5, rue Malar",NULL,1 (11) 500 555-0192,2013-08-02,0-1 Miles
11385,279,AW00011385,NULL,Miguel,C,Allen,0,1971-08-08,S,NULL,M,miguel24@adventure-works.com,30000.00,3,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,6834 Violetta,NULL,1 (11) 500 555-0128,2013-07-06,0-1 Miles
11386,127,AW00011386,NULL,Jaclyn,NULL,Cai,0,1971-11-02,M,NULL,F,jaclyn22@adventure-works.com,30000.00,3,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,Postfach 55 00 00,NULL,1 (11) 500 555-0164,2013-11-02,0-1 Miles
11387,238,AW00011387,NULL,Megan,C,Ramirez,0,1964-11-29,S,NULL,F,megan44@adventure-works.com,40000.00,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,507 Sahara Drive,NULL,1 (11) 500 555-0192,2011-07-26,0-1 Miles
11388,279,AW00011388,NULL,Joseph,NULL,Martin,0,1965-01-20,M,NULL,M,joseph21@adventure-works.com,40000.00,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,7028 San Gabriel Dr.,NULL,1 (11) 500 555-0143,2011-07-03,0-1 Miles
11389,130,AW00011389,NULL,Karl,J,Shan,0,1981-04-20,S,NULL,M,karl11@adventure-works.com,10000.00,1,1,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,0,1,Nollendorfplatz 48,NULL,1 (11) 500 555-0198,2013-11-17,2-5 Miles
11390,208,AW00011390,NULL,Christine,J,Raji,0,1976-04-17,S,NULL,F,christine16@adventure-works.com,10000.00,1,1,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,0,1,"11, boulevard Tremblay",NULL,1 (11) 500 555-0153,2013-11-07,2-5 Miles
11391,135,AW00011391,NULL,Lindsay,T,Xie,0,1976-06-25,S,NULL,F,lindsay3@adventure-works.com,10000.00,2,2,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,1,0,Am Grossen Dern 4624,NULL,1 (11) 500 555-0115,2013-10-26,0-1 Miles
11392,131,AW00011392,NULL,Willie,NULL,Zhao,0,1981-02-03,S,NULL,M,willie8@adventure-works.com,10000.00,2,2,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,1,0,Königstr 282,NULL,1 (11) 500 555-0120,2013-03-29,0-1 Miles
11393,182,AW00011393,NULL,Kurt,B,Pal,0,1974-07-17,S,NULL,M,kurt12@adventure-works.com,10000.00,2,2,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,1,0,"55, avenue de l´ Union Centrale",NULL,1 (11) 500 555-0117,2013-07-16,0-1 Miles
11394,259,AW00011394,NULL,George,NULL,McDonald,0,1975-04-22,S,NULL,M,george13@adventure-works.com,10000.00,2,2,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,1,0,9186 West Boyd Rd.,NULL,1 (11) 500 555-0150,2011-07-04,0-1 Miles
11395,118,AW00011395,NULL,Beth,C,Gutierrez,0,1976-04-16,S,NULL,F,beth13@adventure-works.com,30000.00,0,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,Rehstr 1346,NULL,1 (11) 500 555-0110,2011-11-14,0-1 Miles
11396,175,AW00011396,NULL,Ian,G,Lopez,0,1975-04-04,M,NULL,M,ian27@adventure-works.com,10000.00,2,2,High School,Educación secundaria,Bac + 2,Manual,Obrero,Ouvrier,0,1,Zur Lindung 6,NULL,1 (11) 500 555-0182,2013-10-26,0-1 Miles
11397,197,AW00011397,NULL,Latoya,R,Shan,0,1974-12-02,S,NULL,F,latoya9@adventure-works.com,20000.00,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,0,1,Attaché de Presse,NULL,1 (11) 500 555-0122,2013-07-07,0-1 Miles
11398,261,AW00011398,NULL,Colin,N,Nath,0,1975-03-09,S,NULL,M,colin41@adventure-works.com,30000.00,0,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,8900 Escobar,NULL,1 (11) 500 555-0115,2011-07-03,0-1 Miles
11399,202,AW00011399,NULL,Brenda,F,Mehta,0,1975-02-01,S,NULL,F,brenda17@adventure-works.com,30000.00,1,0,Bachelors,Licenciatura,Bac + 4,Clerical,Administrativo,Employé,1,0,"11, avenue du Port",NULL,1 (11) 500 555-0155,2013-04-13,0-1 Miles
11400,251,AW00011400,NULL,Franklin,NULL,Raji,0,1980-04-15,S,NULL,M,franklin38@adventure-works.com,40000.00,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,3477 Mt. Washington Way,NULL,1 (11) 500 555-0180,2011-07-15,0-1 Miles
